building_id,room_id,room_name,Hour,Length of Class
6,163,277 Classroom,540,135
6,165,286 Multipurpose,615,60
6,165,286 Multipurpose,1110,30
6,165,286 Multipurpose,765,60
6,165,286 Multipurpose,840,60
6,165,286 Multipurpose,540,60
6,165,286 Multipurpose,690,60
6,167,307 Classroom,1140,90
6,167,307 Classroom,765,60
6,167,307 Classroom,690,60
6,167,307 Classroom,840,90
6,168,333 Classroom,540,60
6,168,333 Classroom,615,60
6,168,333 Classroom,945,60
6,168,333 Classroom,765,120
6,758,333/335 Combined Classrooms,540,60
6,758,333/335 Combined Classrooms,540,60
6,758,333/335 Combined Classrooms,690,90
6,758,333/335 Combined Classrooms,615,60
6,758,333/335 Combined Classrooms,795,90
6,758,333/335 Combined Classrooms,990,60
6,758,333/335 Combined Classrooms,945,60
6,758,333/335 Combined Classrooms,765,120
6,169,335 Classroom,540,60
6,169,335 Classroom,690,90
6,169,335 Classroom,795,90
6,169,335 Classroom,990,60
6,170,371 Classroom,1140,90
6,170,371 Classroom,615,60
6,170,371 Classroom,840,60
6,170,371 Classroom,690,60
6,170,371 Classroom,540,60
6,170,371 Classroom,915,60
6,170,371 Classroom,765,60
6,171,381 Classroom,690,60
6,171,381 Classroom,915,60
6,759,381/383 Combined Classrooms,690,60
6,759,381/383 Combined Classrooms,690,60
6,759,381/383 Combined Classrooms,540,60
6,759,381/383 Combined Classrooms,840,60
6,759,381/383 Combined Classrooms,615,60
6,759,381/383 Combined Classrooms,915,60
6,759,381/383 Combined Classrooms,915,60
6,172,383 Classroom,690,60
6,172,383 Classroom,540,60
6,172,383 Classroom,840,60
6,172,383 Classroom,615,60
6,172,383 Classroom,915,60
8,201,138 Conference Room,600,240
8,201,138 Conference Room,900,120
8,201,138 Conference Room,1140,60
8,207,243 Conference Room,1140,60
8,208,245 Classroom,540,60
8,208,245 Classroom,615,60
8,208,245 Classroom,1140,60
8,208,245 Classroom,765,60
8,209,268 Conference  Room,900,120
8,209,268 Conference  Room,630,60
12,532,176A Meeting Room,915,60
12,532,176A Meeting Room,450,30
12,532,176A Meeting Room,780,120
12,535,176B Meeting Room,780,90
12,535,176B Meeting Room,960,60
12,535,176B Meeting Room,690,60
12,535,176B Meeting Room,615,60
12,535,176B Meeting Room,540,60
12,535,176B Meeting Room,900,60
12,536,176C Meeting Room,960,180
12,536,176C Meeting Room,1200,180
12,536,176C Meeting Room,900,60
12,536,176C Meeting Room,540,180
12,536,176C Meeting Room,780,120
12,537,176D Meeting Room,480,360
12,537,176D Meeting Room,915,105
12,411,220 Grand Ballroom,420,30
12,411,220 Grand Ballroom,420,30
12,411,220 Grand Ballroom,420,30
12,411,220 Grand Ballroom,765,60
12,411,220 Grand Ballroom,840,60
12,411,220 Grand Ballroom,690,60
12,411,220 Grand Ballroom,840,60
12,411,220 Grand Ballroom,915,60
12,411,220 Grand Ballroom,990,60
12,411,220 Grand Ballroom,465,60
12,411,220 Grand Ballroom,915,60
12,411,220 Grand Ballroom,990,60
12,411,220 Grand Ballroom,765,60
12,411,220 Grand Ballroom,765,60
12,411,220 Grand Ballroom,585,90
12,411,220 Grand Ballroom,1080,60
12,411,220 Grand Ballroom,480,90
12,411,220 Grand Ballroom,915,165
12,411,220 Grand Ballroom,570,15
12,411,220 Grand Ballroom,585,90
12,236,220A Grand Ballroom Section A,420,30
12,236,220A Grand Ballroom Section A,765,60
12,236,220A Grand Ballroom Section A,840,60
12,236,220A Grand Ballroom Section A,915,60
12,236,220A Grand Ballroom Section A,990,60
12,236,220A Grand Ballroom Section A,1080,60
12,236,220A Grand Ballroom Section A,570,15
12,439,220AB Grand Ballroom Sections A/B,420,30
12,439,220AB Grand Ballroom Sections A/B,420,30
12,439,220AB Grand Ballroom Sections A/B,765,60
12,439,220AB Grand Ballroom Sections A/B,840,60
12,439,220AB Grand Ballroom Sections A/B,840,60
12,439,220AB Grand Ballroom Sections A/B,915,60
12,439,220AB Grand Ballroom Sections A/B,990,60
12,439,220AB Grand Ballroom Sections A/B,915,60
12,439,220AB Grand Ballroom Sections A/B,990,60
12,439,220AB Grand Ballroom Sections A/B,765,60
12,439,220AB Grand Ballroom Sections A/B,1080,60
12,439,220AB Grand Ballroom Sections A/B,480,90
12,439,220AB Grand Ballroom Sections A/B,570,15
12,439,220AB Grand Ballroom Sections A/B,585,90
12,237,220B Grand Ballroom Section B,420,30
12,237,220B Grand Ballroom Section B,840,60
12,237,220B Grand Ballroom Section B,915,60
12,237,220B Grand Ballroom Section B,990,60
12,237,220B Grand Ballroom Section B,765,60
12,237,220B Grand Ballroom Section B,1080,60
12,237,220B Grand Ballroom Section B,480,90
12,237,220B Grand Ballroom Section B,585,90
12,440,220BC Grand Ballroom Sections B and C ,420,30
12,440,220BC Grand Ballroom Sections B and C ,420,30
12,440,220BC Grand Ballroom Sections B and C ,690,60
12,440,220BC Grand Ballroom Sections B and C ,840,60
12,440,220BC Grand Ballroom Sections B and C ,915,60
12,440,220BC Grand Ballroom Sections B and C ,990,60
12,440,220BC Grand Ballroom Sections B and C ,465,60
12,440,220BC Grand Ballroom Sections B and C ,765,60
12,440,220BC Grand Ballroom Sections B and C ,765,60
12,440,220BC Grand Ballroom Sections B and C ,585,90
12,440,220BC Grand Ballroom Sections B and C ,1080,60
12,440,220BC Grand Ballroom Sections B and C ,480,90
12,440,220BC Grand Ballroom Sections B and C ,915,165
12,440,220BC Grand Ballroom Sections B and C ,585,90
12,410,220C Grand Ballroom Section C,420,30
12,410,220C Grand Ballroom Section C,690,60
12,410,220C Grand Ballroom Section C,465,60
12,410,220C Grand Ballroom Section C,765,60
12,410,220C Grand Ballroom Section C,585,90
12,410,220C Grand Ballroom Section C,1080,60
12,410,220C Grand Ballroom Section C,915,165
12,524,231A Crossroads,1020,60
12,530,231B Crossroads Stage,1020,60
12,530,231B Crossroads Stage,600,300
12,472,366 Fireplace Room,720,60
12,472,366 Fireplace Room,915,60
12,472,366 Fireplace Room,600,90
12,538,368 Meeting Room,1140,120
12,538,368 Meeting Room,630,30
12,756,368/369 Meeting Room,1140,120
12,756,368/369 Meeting Room,630,30
12,539,369 Meeting Room,1140,120
12,470,371 Presidents Dining Room,870,150
12,470,371 Presidents Dining Room,705,75
12,470,371 Presidents Dining Room,780,60
12,540,372A Little Theater,1260,30
12,540,372A Little Theater,780,60
12,540,372A Little Theater,420,60
12,540,372A Little Theater,630,120
12,540,372A Little Theater,1080,60
12,541,378 Conference Room,870,210
12,541,378 Conference Room,1170,60
12,541,378 Conference Room,600,60
12,541,378 Conference Room,765,60
12,541,378 Conference Room,540,60
12,541,378 Conference Room,660,60
12,542,380 Meeting Room,540,60
12,542,380 Meeting Room,765,60
12,542,380 Meeting Room,870,90
12,542,380 Meeting Room,465,60
12,542,380 Meeting Room,690,60
12,542,380 Meeting Room,1080,120
12,543,385 Conference Room,870,150
12,543,385 Conference Room,480,120
12,543,385 Conference Room,1020,120
12,543,385 Conference Room,720,60
12,543,385 Conference Room,630,60
12,544,386 Meeting Room,870,150
12,544,386 Meeting Room,660,30
12,487,387 Special Events,780,60
12,683,BTH102 East Mall Booth ,540,60
12,971,BTH206 East Sky Bridge Entrance,1020,120
12,890,BTH212 East Info-Window,0,1439
12,1013,BTH213 East Info ,0,1439
12,877,BTH214 East Info ,0,1439
12,520,BTH215 East Info  ,0,1439
12,519,BTH216 East Info ,0,1439
12,878,BTH217 East Info ,0,1439
12,1012,BTH218 East Info ,0,1439
13,1225,108 Group Study Room,675,63
13,1225,108 Group Study Room,840,120
13,1225,108 Group Study Room,600,75
13,1225,108 Group Study Room,990,90
13,1267,130 Library Meeting Room,780,180
13,1267,130 Library Meeting Room,690,90
13,1267,130 Library Meeting Room,960,180
13,1186,140E Large Group Study Room,667,98
13,1186,140E Large Group Study Room,990,60
13,1186,140E Large Group Study Room,780,180
13,1186,140E Large Group Study Room,1110,60
13,1186,140E Large Group Study Room,585,75
13,764,208 Group Study Room,945,75
13,764,208 Group Study Room,1020,120
13,764,208 Group Study Room,664,52
13,764,208 Group Study Room,540,120
13,765,209 Group Study Room,990,180
13,765,209 Group Study Room,810,60
13,765,209 Group Study Room,870,120
13,765,209 Group Study Room,690,75
13,765,209 Group Study Room,540,120
13,766,250A Group Study Room,690,60
13,766,250A Group Study Room,750,75
13,766,250A Group Study Room,900,120
13,766,250A Group Study Room,600,90
13,247,293 Classroom,765,60
13,247,293 Classroom,840,60
13,247,293 Classroom,690,60
13,247,293 Classroom,465,60
13,247,293 Classroom,615,60
13,247,293 Classroom,1080,60
13,248,294 Classroom,765,60
13,248,294 Classroom,465,60
13,248,294 Classroom,615,60
13,248,294 Classroom,540,60
13,248,294 Classroom,690,60
13,248,294 Classroom,915,60
13,248,294 Classroom,840,60
13,248,294 Classroom,1080,60
13,782,310 Group Study Room,600,60
13,782,310 Group Study Room,686,64
13,782,310 Group Study Room,535,65
13,782,310 Group Study Room,780,120
13,782,310 Group Study Room,1140,60
13,782,310 Group Study Room,945,150
13,808,312 Group Study Room,810,45
13,808,312 Group Study Room,750,60
13,808,312 Group Study Room,855,120
13,808,312 Group Study Room,520,95
13,808,312 Group Study Room,975,180
13,808,312 Group Study Room,1200,180
13,250,364 Computer Lab,615,60
13,250,364 Computer Lab,540,60
14,254,125 Classroom,840,60
14,254,125 Classroom,690,60
14,254,125 Classroom,615,60
14,254,125 Classroom,765,60
14,254,125 Classroom,540,60
14,255,127 Classroom,615,60
14,255,127 Classroom,840,60
14,255,127 Classroom,690,60
14,255,127 Classroom,540,60
14,255,127 Classroom,765,60
14,256,130 Classroom,480,90
14,256,130 Classroom,585,90
14,256,130 Classroom,690,90
14,256,130 Classroom,795,90
14,257,131 Classroom,615,60
14,257,131 Classroom,765,60
14,257,131 Classroom,540,60
14,257,131 Classroom,465,60
14,257,131 Classroom,840,60
14,257,131 Classroom,690,60
14,258,147 Lecture Hall,540,60
14,258,147 Lecture Hall,840,60
14,258,147 Lecture Hall,615,60
14,258,147 Lecture Hall,690,60
14,259,160 Classroom,690,60
14,259,160 Classroom,615,60
14,259,160 Classroom,465,60
14,259,160 Classroom,540,60
14,259,160 Classroom,795,90
14,260,161 Lecture Hall,840,60
14,260,161 Lecture Hall,465,60
14,260,161 Lecture Hall,540,60
14,260,161 Lecture Hall,615,60
14,260,161 Lecture Hall,690,60
14,260,161 Lecture Hall,915,60
14,260,161 Lecture Hall,1140,180
14,261,173 Lecture Hall,540,60
14,261,173 Lecture Hall,615,60
14,261,173 Lecture Hall,1020,120
14,261,173 Lecture Hall,690,60
14,261,173 Lecture Hall,840,60
14,261,173 Lecture Hall,765,60
14,262,178 Classroom,615,60
14,262,178 Classroom,915,60
14,262,178 Classroom,540,60
14,262,178 Classroom,765,60
14,262,178 Classroom,690,60
14,262,178 Classroom,840,60
14,263,180 Classroom,915,60
14,263,180 Classroom,540,60
14,263,180 Classroom,765,60
14,264,186 Classroom,915,60
14,264,186 Classroom,690,60
14,264,186 Classroom,540,60
14,264,186 Classroom,615,60
14,264,186 Classroom,765,60
14,264,186 Classroom,840,60
14,265,211 Classroom,1020,120
14,265,211 Classroom,765,60
14,265,211 Classroom,465,60
14,265,211 Classroom,540,60
14,265,211 Classroom,615,60
14,265,211 Classroom,690,60
14,265,211 Classroom,915,60
14,265,211 Classroom,840,60
14,266,215 Classroom,840,60
14,266,215 Classroom,540,60
14,266,215 Classroom,690,60
14,266,215 Classroom,915,60
14,266,215 Classroom,615,60
14,266,215 Classroom,465,60
14,266,215 Classroom,765,60
14,267,225 Classroom,975,60
14,267,225 Classroom,540,60
14,267,225 Classroom,615,60
14,267,225 Classroom,915,60
14,267,225 Classroom,690,60
14,267,225 Classroom,765,60
14,267,225 Classroom,840,60
14,267,225 Classroom,465,60
14,268,226 Classroom,465,60
14,268,226 Classroom,540,60
14,268,226 Classroom,615,60
14,268,226 Classroom,765,60
14,268,226 Classroom,840,60
14,268,226 Classroom,915,60
14,268,226 Classroom,690,60
14,269,227 Classroom,465,60
14,269,227 Classroom,540,60
14,269,227 Classroom,990,60
14,269,227 Classroom,765,60
14,269,227 Classroom,915,60
14,269,227 Classroom,840,60
14,269,227 Classroom,615,60
14,269,227 Classroom,690,60
14,270,229 Classroom,960,120
14,270,229 Classroom,765,60
14,270,229 Classroom,540,60
14,270,229 Classroom,465,60
14,270,229 Classroom,615,60
14,270,229 Classroom,690,60
14,271,231 Classroom,960,120
14,271,231 Classroom,690,60
14,271,231 Classroom,465,60
14,271,231 Classroom,615,60
14,271,231 Classroom,765,60
14,271,231 Classroom,840,60
14,271,231 Classroom,540,60
14,272,245 Classroom Laptop,690,60
14,272,245 Classroom Laptop,915,60
14,272,245 Classroom Laptop,765,60
14,272,245 Classroom Laptop,990,60
14,272,245 Classroom Laptop,840,60
14,272,245 Classroom Laptop,465,60
14,272,245 Classroom Laptop,540,60
14,272,245 Classroom Laptop,615,60
14,273,247 Classroom,1080,120
14,273,247 Classroom,840,60
14,273,247 Classroom,615,60
14,273,247 Classroom,540,60
14,273,247 Classroom,690,60
14,273,247 Classroom,765,60
14,273,247 Classroom,465,60
14,274,261 Classroom,690,60
14,274,261 Classroom,465,60
14,274,261 Classroom,615,60
14,274,261 Classroom,840,60
14,274,261 Classroom,540,60
14,274,261 Classroom,765,60
14,275,265 Classroom,765,60
14,275,265 Classroom,840,60
14,275,265 Classroom,465,60
14,275,265 Classroom,540,60
14,275,265 Classroom,690,60
14,275,265 Classroom,615,60
14,275,265 Classroom,915,60
14,276,267 Classroom,915,60
14,276,267 Classroom,765,60
14,276,267 Classroom,465,60
14,276,267 Classroom,615,60
14,276,267 Classroom,690,60
14,276,267 Classroom,840,60
14,276,267 Classroom,540,60
14,277,272 Classroom,690,60
14,277,272 Classroom,915,60
14,277,272 Classroom,480,90
14,277,272 Classroom,585,75
14,277,272 Classroom,765,75
14,278,273 Classroom,615,60
14,278,273 Classroom,690,60
14,278,273 Classroom,840,60
14,278,273 Classroom,540,60
14,278,273 Classroom,465,60
14,278,273 Classroom,765,60
14,633,Ricks Patio and Foyer Combination,630,30
16,280,105 Classroom,840,60
16,280,105 Classroom,615,60
16,280,105 Classroom,540,60
16,280,105 Classroom,915,60
16,280,105 Classroom,705,75
16,283,127 Classroom,615,60
16,283,127 Classroom,540,60
16,283,127 Classroom,915,60
16,283,127 Classroom,690,60
16,283,127 Classroom,765,60
16,283,127 Classroom,1065,60
16,285,131 Classroom,840,60
16,285,131 Classroom,945,150
16,285,131 Classroom,615,60
16,285,131 Classroom,765,60
16,285,131 Classroom,540,60
16,286,141 Computer Lab,465,60
16,286,141 Computer Lab,765,60
16,286,141 Computer Lab,615,60
16,286,141 Computer Lab,690,60
16,286,141 Computer Lab,840,60
16,286,141 Computer Lab,540,60
16,287,145 Classroom,540,60
16,287,145 Classroom,465,60
16,287,145 Classroom,690,60
16,287,145 Classroom,615,60
16,287,145 Classroom,1080,60
16,287,145 Classroom,840,60
16,287,145 Classroom,765,60
16,291,172 Lecture Hall,570,30
16,291,172 Lecture Hall,1140,120
16,291,172 Lecture Hall,690,60
16,291,172 Lecture Hall,765,60
16,292,179 Classroom,840,60
16,292,179 Classroom,615,60
16,292,179 Classroom,915,135
16,292,179 Classroom,765,60
16,292,179 Classroom,540,60
16,297,229 Classroom,615,60
16,297,229 Classroom,915,60
16,297,229 Classroom,765,60
16,297,229 Classroom,840,60
16,297,229 Classroom,540,60
16,298,255 Classroom,540,60
16,298,255 Classroom,465,60
16,298,255 Classroom,615,60
16,298,255 Classroom,915,60
16,298,255 Classroom,975,270
16,298,255 Classroom,765,60
16,299,260 Lecture Hall,615,60
16,299,260 Lecture Hall,465,60
16,299,260 Lecture Hall,540,60
16,300,262 Lecture Hall,630,105
16,300,262 Lecture Hall,540,60
16,300,262 Lecture Hall,765,60
16,300,262 Lecture Hall,840,60
16,301,268 Classroom,765,90
16,301,268 Classroom,1020,120
16,301,268 Classroom,540,60
16,301,268 Classroom,615,60
16,302,270 Classroom,540,60
16,302,270 Classroom,765,60
16,302,270 Classroom,615,60
16,302,270 Classroom,690,60
16,302,270 Classroom,915,60
16,433,276 Classroom,885,180
16,433,276 Classroom,585,90
16,433,276 Classroom,690,180
16,305,277 Classroom,690,60
16,305,277 Classroom,615,60
16,305,277 Classroom,1020,120
16,305,277 Classroom,765,60
16,305,277 Classroom,540,60
16,305,277 Classroom,840,60
16,305,277 Classroom,915,60
16,306,279 Classroom,765,60
16,306,279 Classroom,540,60
16,306,279 Classroom,840,60
16,306,279 Classroom,615,60
16,431,297 Classroom,840,60
16,431,297 Classroom,765,60
16,431,297 Classroom,615,60
16,431,297 Classroom,540,60
16,308,299 Classroom,840,60
16,308,299 Classroom,765,60
16,308,299 Classroom,465,60
16,308,299 Classroom,540,60
16,308,299 Classroom,615,60
239,1024,148 Classroom,1080,180
239,1024,148 Classroom,840,60
239,1024,148 Classroom,690,60
239,1024,148 Classroom,615,60
239,1024,148 Classroom,765,60
239,1024,148 Classroom,540,60
239,1024,148 Classroom,915,135
239,1025,152 Classroom,1080,180
239,1025,152 Classroom,615,60
239,1025,152 Classroom,540,60
239,1025,152 Classroom,765,60
239,1025,152 Classroom,840,60
239,1025,152 Classroom,690,60
239,1029,201 Classroom,465,60
239,1029,201 Classroom,540,60
239,1029,201 Classroom,690,60
239,1029,201 Classroom,840,60
239,1029,201 Classroom,915,60
239,1029,201 Classroom,990,120
239,1029,201 Classroom,1110,60
239,1029,201 Classroom,615,60
239,1029,201 Classroom,765,60
239,1177,201/205 Classroom Combo,465,60
239,1177,201/205 Classroom Combo,540,60
239,1177,201/205 Classroom Combo,690,60
239,1177,201/205 Classroom Combo,840,60
239,1177,201/205 Classroom Combo,915,60
239,1177,201/205 Classroom Combo,990,120
239,1177,201/205 Classroom Combo,615,60
239,1177,201/205 Classroom Combo,780,90
239,1177,201/205 Classroom Combo,930,60
239,1177,201/205 Classroom Combo,1110,60
239,1177,201/205 Classroom Combo,615,60
239,1177,201/205 Classroom Combo,765,60
239,1177,201/205 Classroom Combo,540,60
239,1177,201/205 Classroom Combo,690,60
239,1030,205 Classroom,990,120
239,1030,205 Classroom,615,60
239,1030,205 Classroom,780,90
239,1030,205 Classroom,930,60
239,1030,205 Classroom,540,60
239,1030,205 Classroom,690,60
239,1276,207 Study Room,480,120
239,1276,207 Study Room,675,75
239,1276,207 Study Room,825,75
239,1276,207 Study Room,975,135
239,1276,207 Study Room,750,75
239,1203,217  Conference Room,825,90
239,1203,217  Conference Room,660,165
239,1032,221 Classroom - Team Collaboration,840,180
239,1032,221 Classroom - Team Collaboration,615,60
239,1032,221 Classroom - Team Collaboration,690,90
239,1032,221 Classroom - Team Collaboration,480,120
239,1204,223 Study Room,900,180
239,1204,223 Study Room,600,120
239,1204,223 Study Room,1080,120
239,1204,223 Study Room,720,120
239,1204,223 Study Room,840,60
239,1207,225  Conference Room,960,120
239,1207,225  Conference Room,540,150
239,1207,225  Conference Room,750,180
239,1207,225  Conference Room,690,45
239,1205,227 Study Room,780,90
239,1205,227 Study Room,1020,180
239,1205,227 Study Room,600,180
239,1033,231 Classroom,615,60
239,1033,231 Classroom,540,60
239,1033,231 Classroom,765,60
239,1033,231 Classroom,840,60
239,1033,231 Classroom,1020,60
239,1035,243 Computer Lab,540,60
239,1035,243 Computer Lab,765,60
239,1035,243 Computer Lab,840,60
239,1035,243 Computer Lab,615,60
239,1035,243 Computer Lab,690,60
239,1035,243 Computer Lab,990,60
239,1036,252 Classroom,915,60
239,1036,252 Classroom,765,60
239,1037,261 Classroom - Soils,615,120
239,1040,275 Lab - Forage,540,60
239,1040,275 Lab - Forage,690,120
239,1044,290 Classroom,615,60
239,1044,290 Classroom,840,60
239,1044,290 Classroom,915,60
239,1044,290 Classroom,465,60
239,1044,290 Classroom,690,60
239,1044,290 Classroom,540,60
239,1044,290 Classroom,765,60
239,1046,294 Classroom,765,60
239,1046,294 Classroom,465,60
239,1046,294 Classroom,540,60
239,1046,294 Classroom,690,60
239,1046,294 Classroom,615,60
239,1046,294 Classroom,840,60
239,1047,295 Classroom,840,60
239,1047,295 Classroom,1020,60
239,1047,295 Classroom,1080,120
239,1047,295 Classroom,615,60
